Current,Position,PosTgt,Speed,PosEst,DistEst,CurrentTgt,Voltage,Current-A,Channel 10
-40,-4869,0,66527,-4876,482,-85,12000,0,1.34351e+07
-14,-4734,0,66692,-4745,386,31,12000,0,1.34351e+07
-30,-4599,0,67501,-4611,251,-42,12000,0,1.34351e+07
-24,-4464,0,67542,-4476,120,-123,12000,0,1.34351e+07
-30,-4329,0,67709,-4341,-16,-130,12000,0,1.34351e+07
-13,-4194,0,67566,-4205,-152,-138,12000,0,1.34351e+07
-22,-4059,0,69128,-4068,-293,-145,12000,0,1.34351e+07
-23,-3924,0,67897,-3931,-408,-143,12000,0,1.34351e+07
-22,-3780,0,67889,-3793,-514,-135,12000,0,1.34351e+07
-11,-3645,0,68841,-3656,-603,-140,12000,0,1.34351e+07
-22,-3510,0,67957,-3519,-675,-142,12000,0,1.34351e+07
-28,-3375,0,68053,-3381,-741,-182,12000,0,1.34351e+07
-17,-3240,0,68928,-3244,-800,-183,12000,0,1.34351e+07
-13,-3096,0,68607,-3106,-854,-172,12000,0,1.34351e+07
-14,-2961,0,68380,-2969,-906,-172,12000,0,1.34351e+07
-20,-2826,0,68736,-2832,-954,-207,12000,0,1.34351e+07
-9,-2691,0,68910,-2694,-1000,-206,12000,0,1.34351e+07
-14,-2547,0,68579,-2556,-1043,-196,12000,0,1.34351e+07
-16,-2412,0,68363,-2419,-1085,-196,12000,0,1.34351e+07
-23,-2277,0,68754,-2281,-1122,-227,12000,0,1.34351e+07
-3,-2133,0,68781,-2141,-1157,-218,12000,0,1.34351e+07
-1,-1998,0,68934,-2003,-1189,-215,12000,0,1.34351e+07
-18,-1863,0,69045,-1866,-1219,-243,12000,0,1.34351e+07
-20,-1719,0,68838,-1729,-1253,-229,12000,0,1.34351e+07
-14,-1584,0,68686,-1591,-1291,-229,12000,0,1.34351e+07
-8,-1449,0,68471,-1453,-1324,-255,12000,0,1.34351e+07
-25,-1314,0,68731,-1316,-1354,-252,12000,0,1.34351e+07
-18,-1170,0,68554,-1178,-1382,-247,12000,0,1.34351e+07
-13,-1035,0,69188,-1040,-1413,-270,12000,0,1.34351e+07
-13,-900,0,69026,-902,-1446,-269,12000,0,1.34351e+07
-24,-756,0,68875,-765,-1475,-261,12000,0,1.34351e+07
-10,-621,0,69024,-627,-1505,-283,12000,0,1.34351e+07
-10,-486,0,69084,-489,-1538,-282,12000,0,1.34351e+07
-20,-351,0,68795,-351,-1563,-274,12000,0,1.34351e+07
-20,-207,0,68891,-213,-1583,-274,12000,0,1.34351e+07
-3,-72,0,68737,-76,-1603,-296,12000,0,1.34351e+07
-10,63,0,68657,61,-1621,-295,12000,0,1.34351e+07
-12,207,0,68490,198,-1643,-289,12000,0,1.34351e+07
-18,342,0,68529,335,-1667,-289,12000,0,1.34351e+07
-19,477,0,68227,472,-1690,-310,12000,0,1.34351e+07
-4,612,0,68795,612,-1715,-309,12000,0,1.34351e+07
-16,756,0,68336,749,-1737,-304,12000,0,1.34351e+07
-13,891,0,68753,886,-1764,-324,12000,0,1.34351e+07
-16,1026,0,68929,1024,-1792,-315,12000,0,1.34351e+07
-8,1170,0,68763,1162,-1818,-313,12000,0,1.34351e+07
-13,1305,0,68665,1299,-1837,-333,12000,0,1.34351e+07
-9,1440,0,69081,1437,-1861,-333,12000,0,1.34351e+07
-3,1584,0,68780,1574,-1882,-326,12000,0,1.34351e+07
-12,1719,0,68503,1712,-1899,-326,12000,0,1.34351e+07
-23,1854,0,69063,1849,-1919,-346,12000,0,1.34351e+07
-4,1989,0,69073,1986,-1942,-344,12000,0,1.34351e+07
-11,2133,0,68348,2124,-1963,-339,12000,0,1.34351e+07
-22,2268,0,68556,2261,-1984,-339,12000,0,1.34351e+07
-13,2403,0,68827,2399,-2005,-358,12000,0,1.34351e+07
-9,2538,0,69203,2537,-2029,-351,12000,0,1.34351e+07
-17,2682,0,68763,2675,-2046,-349,12000,0,1.34351e+07
-20,2817,0,68925,2812,-2062,-367,12000,0,1.34351e+07
-10,2961,0,69197,2951,-2086,-361,12000,0,1.34351e+07
-11,3096,0,68789,3089,-2104,-359,12000,0,1.34351e+07
-10,3231,0,68720,3227,-2118,-376,12000,0,1.34351e+07
-16,3366,0,68629,3366,-2134,-375,12000,0,1.34351e+07
-1,3510,0,68625,3504,-2150,-370,12000,0,1.34351e+07
-13,3645,0,68655,3641,-2167,-387,12000,0,1.34351e+07
-19,3780,0,68636,3778,-2190,-379,12000,0,1.34351e+07
-16,3924,0,68603,3916,-2209,-379,12000,0,1.34351e+07
-12,4059,0,69174,4053,-2231,-395,12000,0,1.34351e+07
-13,4194,0,68431,4191,-2251,-394,12000,0,1.34351e+07
-13,4329,0,68967,4328,-2268,-391,12000,0,1.34351e+07
-15,4473,0,69007,4466,-2288,-389,12000,0,1.34351e+07
-16,4608,0,68738,4604,-2305,-405,12000,0,1.34351e+07
-10,4743,0,68587,4741,-2321,-404,12000,0,1.34351e+07
-23,4887,0,68374,4878,-2335,-399,12000,0,1.34351e+07
-10,5022,0,68623,5016,-2353,-400,12000,0,1.34351e+07
-10,5157,0,69087,5154,-2372,-415,12000,0,1.34351e+07
-16,5292,0,68451,5291,-2387,-409,12000,0,1.34351e+07
-24,5436,0,68793,5428,-2401,-410,12000,0,1.34351e+07
-2,5571,0,69045,5566,-2418,-424,12000,0,1.34351e+07
-12,5706,0,68875,5704,-2438,-424,12000,0,1.34351e+07
-25,5850,0,68584,5841,-2455,-419,12000,0,1.34351e+07
-12,5985,0,68621,5978,-2472,-419,12000,0,1.34351e+07
-15,6120,0,68883,6119,-2493,-433,12000,0,1.34351e+07
-15,6264,0,68652,6257,-2510,-428,12000,0,1.34351e+07
-24,6399,0,69160,6394,-2523,-428,12000,0,1.34351e+07
-13,6534,0,69049,6532,-2538,-438,12000,0,1.34351e+07
-12,6678,0,68205,6670,-2552,-433,12000,0,1.34351e+07
-18,6813,0,69053,6808,-2565,-449,12000,0,1.34351e+07
-21,6948,0,69168,6945,-2583,-447,12000,0,1.34351e+07
0,7092,0,68912,7083,-2600,-443,12000,0,1.34351e+07
-14,7227,0,68475,7220,-2616,-443,12000,0,1.34351e+07
-21,7362,0,68463,7358,-2631,-457,12000,0,1.34351e+07
-17,7497,0,68864,7495,-2646,-456,12000,0,1.34351e+07
-11,7641,0,68621,7633,-2660,-452,12000,0,1.34351e+07
-8,7776,0,68729,7770,-2676,-465,12000,0,1.34351e+07
-16,7911,0,68928,7908,-2692,-466,12000,0,1.34351e+07
-20,8055,0,68890,8045,-2711,-461,12000,0,1.34351e+07
-12,8190,0,68950,8183,-2727,-461,12000,0,1.34351e+07
-9,8325,0,68584,8321,-2740,-474,12000,0,1.34351e+07
-22,8460,0,68579,8458,-2751,-473,12000,0,1.34351e+07
-13,8604,0,68857,8596,-2765,-469,12000,0,1.34351e+07
-6,8739,0,68629,8733,-2778,-482,12000,0,1.34351e+07
-18,8874,0,68409,8873,-2792,-482,12000,0,1.34351e+07
-19,9018,0,68987,9010,-2812,-478,12000,0,1.34351e+07
-4,9153,0,69172,9148,-2828,-478,12000,0,1.34351e+07
-7,9288,0,68575,9286,-2843,-488,12000,0,1.34351e+07
-19,9432,0,68821,9423,-2854,-484,12000,0,1.34351e+07
-13,9567,0,68890,9561,-2866,-497,12000,0,1.34351e+07
-3,9702,0,68995,9698,-2883,-497,12000,0,1.34351e+07
-10,9837,0,69197,9837,-2902,-492,12000,0,1.34351e+07
-10,9981,0,68379,9974,-2916,-491,12000,0,1.34351e+07
-14,10116,0,68855,10112,-2927,-504,12000,0,1.34351e+07
-15,10251,0,69322,10251,-2945,-499,12000,0,1.34351e+07
-10,10395,0,68436,10388,-2955,-497,12000,0,1.34351e+07
-21,10530,0,68957,10526,-2963,-511,12000,0,1.34351e+07
-12,10665,0,68896,10663,-2974,-510,12000,0,1.34351e+07
-6,10809,0,68404,10800,-2985,-506,12000,0,1.34351e+07
-12,10944,0,68504,10938,-2998,-507,12000,0,1.34351e+07
-25,11079,0,68420,11075,-3011,-519,12000,0,1.34351e+07
-4,11214,0,68455,11212,-3025,-518,12000,0,1.34351e+07
-10,11358,0,68642,11350,-3041,-515,12000,0,1.34351e+07
-18,11493,0,68466,11487,-3052,-527,12000,0,1.34351e+07
-13,11628,0,68866,11627,-3072,-527,12000,0,1.34351e+07
-6,11772,0,69051,11765,-3091,-523,12000,0,1.34351e+07
-6,11907,0,68720,11903,-3104,-522,12000,0,1.34351e+07
-19,12042,0,68690,12040,-3113,-532,12000,0,1.34351e+07
-22,12186,0,68829,12178,-3123,-528,12000,0,1.34351e+07
-10,12321,0,68744,12315,-3134,-540,12000,0,1.34351e+07
-17,12456,0,68330,12452,-3146,-540,12000,0,1.34351e+07
-27,12591,0,68740,12590,-3162,-539,12000,0,1.34351e+07
-10,12735,0,68929,12727,-3177,-536,12000,0,1.34351e+07
-13,12870,0,68627,12865,-3193,-547,12000,0,1.34351e+07
-19,13005,0,69126,13003,-3209,-547,12000,0,1.34351e+07
-19,13149,0,68939,13140,-3220,-543,12000,0,1.34351e+07
-8,13284,0,68493,13278,-3232,-543,12000,0,1.34351e+07
-9,13419,0,69303,13416,-3249,-554,12000,0,1.34351e+07
-7,13563,0,68636,13554,-3260,-549,12000,0,1.34351e+07
-19,13698,0,68822,13692,-3270,-549,12000,0,1.34351e+07
-19,13833,0,69530,13830,-3282,-560,12000,0,1.34351e+07
-2,13977,0,69106,13968,-3293,-556,12000,0,1.34351e+07
-19,14112,0,68258,14106,-3297,-555,12000,0,1.34351e+07
-19,14247,0,69067,14243,-3305,-567,12000,0,1.34351e+07
-13,14382,0,68660,14383,-3317,-564,12000,0,1.34351e+07
-9,14526,0,67938,14520,-3327,-563,12000,0,1.34351e+07
-23,14661,0,69063,14657,-3341,-574,12000,0,1.34351e+07
-12,14796,0,68438,14794,-3353,-572,12000,0,1.34351e+07
-13,14940,0,68625,14932,-3369,-569,12000,0,1.34351e+07
-13,15075,0,68771,15069,-3383,-580,12000,0,1.34351e+07
-26,15210,0,68837,15207,-3398,-580,12000,0,1.34351e+07
-3,15345,0,69162,15345,-3416,-576,12000,0,1.34351e+07
-6,15489,0,68373,15482,-3429,-575,12000,0,1.34351e+07
-18,15624,0,68923,15620,-3437,-586,12000,0,1.34351e+07
-19,15759,0,68768,15757,-3447,-586,12000,0,1.34351e+07
-12,15903,0,68537,15895,-3458,-582,12000,0,1.34351e+07
-12,16038,0,68342,16032,-3469,-582,12000,0,1.34351e+07
-22,16173,0,68877,16170,-3479,-594,12000,0,1.34351e+07
-12,16317,0,69189,16308,-3492,-590,12000,0,1.34351e+07
-18,16452,0,68416,16445,-3503,-588,12000,0,1.34351e+07
-7,16587,0,68927,16583,-3513,-600,12000,0,1.34351e+07
-19,16722,0,68908,16720,-3522,-599,12000,0,1.34351e+07
-10,16866,0,68518,16858,-3533,-596,12000,0,1.34351e+07
-10,17001,0,69129,16995,-3548,-606,12000,0,1.34351e+07
-6,17136,0,68860,17136,-3565,-605,12000,0,1.34351e+07
-22,17280,0,68525,17274,-3577,-602,12000,0,1.34351e+07
-16,17415,0,69223,17411,-3587,-611,12000,0,1.34351e+07
-2,17550,0,69155,17550,-3601,-606,12000,0,1.34351e+07
-8,17694,0,68530,17687,-3608,-606,12000,0,1.34351e+07
-19,17829,0,69046,17825,-3616,-617,12000,0,1.34351e+07
-15,17964,0,68854,17962,-3625,-616,12000,0,1.34351e+07
-2,18108,0,68587,18099,-3636,-613,12000,0,1.34351e+07
-22,18243,0,68375,18237,-3646,-613,12000,0,1.34351e+07
-10,18378,0,68844,18374,-3657,-624,12000,0,1.34351e+07
-11,18513,0,68629,18511,-3670,-623,12000,0,1.34351e+07
-15,18657,0,68468,18649,-3680,-620,12000,0,1.34351e+07
-19,18792,0,68314,18786,-3691,-620,12000,0,1.34351e+07
-4,18927,0,68716,18923,-3703,-631,12000,0,1.34351e+07
-10,19062,0,68655,19061,-3717,-628,12000,0,1.34351e+07
-15,19206,0,68496,19198,-3726,-627,12000,0,1.34351e+07
-19,19341,0,68882,19336,-3738,-636,12000,0,1.34351e+07
-9,19476,0,69299,19474,-3753,-636,12000,0,1.34351e+07
-6,19620,0,68509,19611,-3763,-633,12000,0,1.34351e+07
-19,19755,0,68749,19749,-3770,-633,12000,0,1.34351e+07
-23,19890,0,68785,19888,-3778,-643,12000,0,1.34351e+07
-8,20034,0,68928,20026,-3791,-641,12000,0,1.34351e+07
-9,20169,0,69228,20164,-3804,-647,12000,0,1.34351e+07
-21,20304,0,68683,20301,-3814,-647,12000,0,1.34351e+07
-15,20439,0,69056,20439,-3826,-644,12000,0,1.34351e+07
-16,20583,0,68812,20577,-3836,-644,12000,0,1.34351e+07
-12,20718,0,68565,20714,-3844,-653,12000,0,1.34351e+07
-21,20853,0,69181,20853,-3857,-650,12000,0,1.34351e+07
-9,20997,0,68681,20990,-3867,-649,12000,0,1.34351e+07
-4,21132,0,68894,21128,-3873,-659,12000,0,1.34351e+07
-19,21267,0,68762,21265,-3883,-658,12000,0,1.34351e+07
-20,21411,0,68510,21403,-3892,-655,12000,0,1.34351e+07
-12,21546,0,68530,21540,-3902,-655,12000,0,1.34351e+07
-16,21681,0,68228,21677,-3911,-665,12000,0,1.34351e+07
-19,21816,0,68800,21814,-3921,-665,12000,0,1.34351e+07
-14,21960,0,68687,21951,-3933,-662,12000,0,1.34351e+07
-21,22095,0,68262,22089,-3946,-662,12000,0,1.34351e+07
-15,22230,0,68378,22226,-3955,-672,12000,0,1.34351e+07
-18,22365,0,69016,22364,-3968,-669,12000,0,1.34351e+07
-11,22509,0,68757,22502,-3981,-668,12000,0,1.34351e+07
-13,22644,0,69309,22642,-3995,-678,12000,0,1.34351e+07
-10,22779,0,68332,22779,-4001,-677,12000,0,1.34351e+07
-22,22923,0,68875,22917,-4012,-673,12000,0,1.34351e+07
2,23058,0,68810,23054,-4021,-682,12000,0,1.34351e+07
-9,23193,0,68807,23192,-4032,-679,12000,0,1.34351e+07
-14,23337,0,68402,23329,-4038,-678,12000,0,1.34351e+07
-22,23472,0,68926,23467,-4047,-688,12000,0,1.34351e+07
-12,23607,0,69137,23605,-4062,-687,12000,0,1.34351e+07
-7,23751,0,68969,23742,-4074,-684,12000,0,1.34351e+07
-22,23886,0,68376,23880,-4082,-684,12000,0,1.34351e+07
-19,24021,0,68862,24017,-4092,-693,12000,0,1.34351e+07
-14,24156,0,68985,24155,-4105,-690,12000,0,1.34351e+07
-9,24300,0,68948,24293,-4117,-689,12000,0,1.34351e+07
-24,24435,0,68874,24431,-4122,-698,12000,0,1.34351e+07
-3,24570,0,68740,24569,-4131,-698,12000,0,1.34351e+07
-9,24714,0,68508,24706,-4140,-694,12000,0,1.34351e+07
-20,24849,0,69038,24844,-4149,-704,12000,0,1.34351e+07
-22,24984,0,69030,24982,-4158,-703,12000,0,1.34351e+07
0,25128,0,68785,25119,-4168,-700,12000,0,1.34351e+07
-10,25263,0,68722,25257,-4177,-700,12000,0,1.34351e+07
-13,25398,0,68757,25396,-4185,-709,12000,0,1.34351e+07
-16,25533,0,68598,25533,-4192,-709,12000,0,1.34351e+07
-13,25677,0,68755,25671,-4203,-705,12000,0,1.34351e+07
-13,25812,0,68652,25808,-4213,-714,12000,0,1.34351e+07
1,25947,0,68643,25945,-4223,-714,-11989,0,1.34351e+07
844,26082,0,65067,26079,-4207,-706,-11989,0,1.34351e+07
842,26172,0,50968,26190,-4025,-694,-11989,0,1.34351e+07
780,26235,0,35454,26263,-3660,-680,-11989,0,1.34351e+07
682,26271,0,20468,26297,-3233,-668,-11989,0,1.34351e+07
585,26280,0,6247,26301,-2857,-655,-11989,0,1.34351e+07
553,26262,0,-7057,26280,-2586,-642,-11989,0,1.34351e+07
439,26235,0,-19420,26240,-2419,-631,-11989,0,1.34351e+07
368,26181,0,-30204,26186,-2362,-622,-11989,0,1.34351e+07
319,26118,0,-39091,26121,-2374,-613,-11989,0,1.34351e+07
253,26046,0,-40322,26045,-2428,-609,-11989,0,1.34351e+07
234,25965,0,-40938,25960,-2509,-607,-11989,0,1.34351e+07
213,25875,0,-45526,25869,-2612,-601,-11989,0,1.34351e+07
187,25776,0,-49701,25771,-2714,-596,-11989,0,1.34351e+07
169,25668,0,-51949,25668,-2813,-598,-11989,0,1.34351e+07
136,25560,0,-54526,25560,-2903,-595,-11989,0,1.34351e+07
130,25452,0,-57010,25446,-2979,-584,-11989,0,1.34351e+07
112,25335,0,-58569,25330,-3045,-581,-11989,0,1.34351e+07
115,25209,0,-59984,25210,-3097,-586,-11989,0,1.34351e+07
90,25092,0,-61555,25088,-3143,-579,-11989,0,1.34351e+07
88,24966,0,-62889,24963,-3182,-573,-11989,0,1.34351e+07
73,24840,0,-63584,24837,-3214,-574,-11989,0,1.34351e+07
96,24705,0,-64123,24709,-3240,-574,-11989,0,1.34351e+07
61,24579,0,-65043,24579,-3261,-564,-11989,0,1.34351e+07
63,24444,0,-65654,24448,-3275,-569,-11989,0,1.34351e+07
52,24309,0,-66614,24315,-3281,-565,-11989,0,1.34351e+07
69,24183,0,-67025,24181,-3287,-561,-11989,0,1.34351e+07
46,24048,0,-66848,24048,-3298,-554,-11989,0,1.34351e+07
53,23913,0,-67353,23914,-3304,-552,-11989,0,1.34351e+07
37,23778,0,-67555,23778,-3305,-550,-11989,0,1.34351e+07
51,23643,0,-68560,23643,-3302,-548,-11989,0,1.34351e+07
37,23499,0,-68331,23506,-3293,-551,-11989,0,1.34351e+07
50,23364,0,-68091,23370,-3285,-551,-11989,0,1.34351e+07
33,23229,0,-68492,23233,-3282,-538,-11989,0,1.34351e+07
45,23094,0,-68766,23096,-3274,-537,-11989,0,1.34351e+07
35,22950,0,-69151,22958,-3263,-541,-11989,0,1.34351e+07
38,22815,0,-68963,22818,-3256,-542,-11989,0,1.34351e+07
38,22680,0,-68918,22680,-3247,-530,-11989,0,1.34351e+07
30,22536,0,-68743,22542,-3240,-537,-11989,0,1.34351e+07
31,22401,0,-69245,22404,-3233,-525,-11989,0,1.34351e+07
33,22266,0,-69137,22266,-3224,-529,-11989,0,1.34351e+07
68,22122,0,-68981,22128,-3213,-531,-11989,0,1.34351e+07
31,21987,0,-68781,21990,-3206,-519,-11989,0,1.34351e+07
40,21843,0,-69430,21851,-3191,-524,-11989,0,1.34351e+07
28,21708,0,-69494,21712,-3180,-513,-11989,0,1.34351e+07
39,21573,0,-69216,21574,-3167,-515,-11989,0,1.34351e+07
26,21429,0,-69444,21435,-3153,-520,-11989,0,1.34351e+07
32,21294,0,-69812,21296,-3137,-509,-11989,0,1.34351e+07
30,21150,0,-69067,21157,-3129,-514,-11989,0,1.34351e+07
36,21015,0,-69545,21018,-3114,-503,-11989,0,1.34351e+07
19,20871,0,-69542,20878,-3096,-509,-11989,0,1.34351e+07
32,20736,0,-69588,20739,-3083,-498,-11989,0,1.34351e+07
59,20592,0,-69381,20600,-3070,-504,-11989,0,1.34351e+07
28,20457,0,-69557,20461,-3062,-493,-11989,0,1.34351e+07
40,20322,0,-69435,20322,-3053,-497,-11989,0,1.34351e+07
31,20178,0,-69680,20183,-3041,-487,-11989,0,1.34351e+07
37,20043,0,-69297,20042,-3026,-489,-11989,0,1.34351e+07
28,19899,0,-69452,19903,-3013,-495,-11989,0,1.34351e+07
46,19764,0,-69530,19765,-2996,-485,-11989,0,1.34351e+07
31,19620,0,-69285,19626,-2982,-491,-11989,0,1.34351e+07
34,19485,0,-69492,19487,-2969,-478,-11989,0,1.34351e+07
28,19341,0,-69181,19348,-2956,-484,-11989,0,1.34351e+07
33,19206,0,-69629,19210,-2944,-472,-11989,0,1.34351e+07
48,19071,0,-69057,19071,-2934,-475,-11989,0,1.34351e+07
37,18927,0,-69133,18933,-2919,-479,-11989,0,1.34351e+07
36,18792,0,-69553,18794,-2904,-467,-11989,0,1.34351e+07
30,18648,0,-69083,18655,-2890,-473,-11989,0,1.34351e+07
70,18513,0,-69165,18517,-2879,-460,-11989,0,1.34351e+07
31,18378,0,-69091,18379,-2863,-461,-11989,0,1.34351e+07
43,18234,0,-69533,18240,-2843,-466,-11989,0,1.34351e+07
37,18099,0,-69251,18102,-2827,-454,-11989,0,1.34351e+07
43,17955,0,-69356,17963,-2810,-460,-11989,0,1.34351e+07
26,17820,0,-69564,17824,-2796,-448,-11989,0,1.34351e+07
38,17676,0,-69532,17685,-2782,-453,-11989,0,1.34351e+07
34,17541,0,-69439,17546,-2767,-455,-11989,0,1.34351e+07
35,17406,0,-69833,17406,-2751,-447,-11989,0,1.34351e+07
35,17262,0,-69711,17265,-2738,-436,-11989,0,1.34351e+07
39,17118,0,-69448,17126,-2724,-438,-11989,0,1.34351e+07
61,16983,0,-69704,16986,-2708,-432,-11989,0,1.34351e+07
23,16848,0,-69508,16847,-2689,-440,-11989,0,1.34351e+07
33,16704,0,-69524,16708,-2677,-427,-11989,0,1.34351e+07
33,16569,0,-69753,16569,-2663,-432,-11989,0,1.34351e+07
41,16425,0,-69366,16430,-2648,-435,-11989,0,1.34351e+07
28,16290,0,-69348,16291,-2636,-422,-11989,0,1.34351e+07
38,16146,0,-69656,16152,-2621,-428,-11989,0,1.34351e+07
25,16011,0,-69628,16013,-2605,-415,-11989,0,1.34351e+07
30,15867,0,-69067,15874,-2594,-422,-11989,0,1.34351e+07
25,15732,0,-69391,15736,-2580,-408,-11989,0,1.34351e+07
25,15588,0,-69722,15596,-2561,-415,-11989,0,1.34351e+07
44,15453,0,-69499,15458,-2548,-401,-11989,0,1.34351e+07
29,15318,0,-69334,15319,-2530,-404,-11989,0,1.34351e+07
32,15174,0,-69323,15180,-2512,-410,-11989,0,1.34351e+07
25,15039,0,-68951,15042,-2498,-395,-11989,0,1.34351e+07
46,14895,0,-69180,14903,-2479,-402,-11989,0,1.34351e+07
27,14760,0,-69381,14765,-2467,-387,-11989,0,1.34351e+07
32,14625,0,-69317,14626,-2448,-389,-11989,0,1.34351e+07
31,14481,0,-69554,14485,-2428,-395,-11989,0,1.34351e+07
33,14346,0,-69459,14347,-2408,-380,-11989,0,1.34351e+07
25,14202,0,-69254,14208,-2389,-390,-11989,0,1.34351e+07
34,14067,0,-69867,14069,-2372,-375,-11989,0,1.34351e+07
62,13923,0,-69324,13930,-2357,-383,-11989,0,1.34351e+07
29,13788,0,-69375,13791,-2341,-368,-11989,0,1.34351e+07
32,13644,0,-69539,13652,-2321,-375,-11989,0,1.34351e+07
33,13509,0,-69878,13513,-2302,-360,-11989,0,1.34351e+07
49,13365,0,-69804,13373,-2282,-369,-11989,0,1.34351e+07
22,13230,0,-69533,13234,-2267,-354,-11989,0,1.34351e+07
42,13095,0,-69382,13095,-2253,-361,-11989,0,1.34351e+07
29,12951,0,-69240,12956,-2236,-363,-11989,0,1.34351e+07
